Question,Correct Answer
Unemployment rate in Fairbanks North Star Borough,4.1
Total population in Fairbanks North Star Borough,6762
Average income in Fairbanks North Star Borough,76627.0
Poverty rate in Fairbanks North Star Borough,6.8
Unemployment rate in Fairbanks North Star Borough,5.7
Total population in Fairbanks North Star Borough,6842
Average income in Fairbanks North Star Borough,82577.0
Poverty rate in Fairbanks North Star Borough,6.9
Unemployment rate in Fairbanks North Star Borough,8.3
Total population in Fairbanks North Star Borough,11119
Average income in Fairbanks North Star Borough,81755.0
Poverty rate in Fairbanks North Star Borough,6.0
Unemployment rate in Fairbanks North Star Borough,12.2
Total population in Fairbanks North Star Borough,4543
Average income in Fairbanks North Star Borough,75049.0
Poverty rate in Fairbanks North Star Borough,6.8
Unemployment rate in Fairbanks North Star Borough,6.8
Total population in Fairbanks North Star Borough,1220
Average income in Fairbanks North Star Borough,69596.0
Poverty rate in Fairbanks North Star Borough,9.2
Unemployment rate in Fairbanks North Star Borough,9.4
Total population in Fairbanks North Star Borough,3160
Average income in Fairbanks North Star Borough,59934.0
Poverty rate in Fairbanks North Star Borough,4.2
Unemployment rate in Fairbanks North Star Borough,5.7
Total population in Fairbanks North Star Borough,10731
Average income in Fairbanks North Star Borough,80915.0
Poverty rate in Fairbanks North Star Borough,3.5
Unemployment rate in Fairbanks North Star Borough,8.7
Total population in Haines Borough,2537
Average income in Haines Borough,70640.0
Poverty rate in Haines Borough,8.4
Unemployment rate in Haines Borough,2.7
Total population in Hoonah-Angoon Census Area,62
Average income in Hoonah-Angoon Census Area,42500.0
Poverty rate in Hoonah-Angoon Census Area,6.5
Unemployment rate in Hoonah-Angoon Census Area,12.5
Total population in Hoonah-Angoon Census Area,2084
Average income in Hoonah-Angoon Census Area,58600.0
Poverty rate in Hoonah-Angoon Census Area,11.2
Unemployment rate in Hoonah-Angoon Census Area,11.7
Total population in Juneau City and Borough,4695
Average income in Juneau City and Borough,114471.0
Poverty rate in Juneau City and Borough,2.3
Unemployment rate in Juneau City and Borough,4.5
Total population in Juneau City and Borough,7400
Average income in Juneau City and Borough,100179.0
Poverty rate in Juneau City and Borough,4.1
Unemployment rate in Juneau City and Borough,5.5
Total population in Juneau City and Borough,6057
Average income in Juneau City and Borough,85298.0
Poverty rate in Juneau City and Borough,2.9
Unemployment rate in Juneau City and Borough,6.8
Total population in Juneau City and Borough,4990
Average income in Juneau City and Borough,73425.0
Poverty rate in Juneau City and Borough,18.6
Unemployment rate in Juneau City and Borough,4.1
Total population in Juneau City and Borough,3221
Average income in Juneau City and Borough,68333.0
Poverty rate in Juneau City and Borough,8.6
Unemployment rate in Juneau City and Borough,1.7
Total population in Juneau City and Borough,6071
Average income in Juneau City and Borough,88106.0
Poverty rate in Juneau City and Borough,10.4
Unemployment rate in Juneau City and Borough,4.4
Total population in Kenai Peninsula Borough,478
Average income in Kenai Peninsula Borough,37375.0
Poverty rate in Kenai Peninsula Borough,20.9
Unemployment rate in Kenai Peninsula Borough,16.1
Total population in Kenai Peninsula Borough,6069
Average income in Kenai Peninsula Borough,57694.0
Poverty rate in Kenai Peninsula Borough,13.2
Unemployment rate in Kenai Peninsula Borough,7.8
Total population in Kenai Peninsula Borough,1170
Average income in Kenai Peninsula Borough,66760.0
Poverty rate in Kenai Peninsula Borough,10.1
Unemployment rate in Kenai Peninsula Borough,11.8
Total population in Kenai Peninsula Borough,6426
Average income in Kenai Peninsula Borough,74521.0
Poverty rate in Kenai Peninsula Borough,13.9
Unemployment rate in Kenai Peninsula Borough,10.9
Total population in Kenai Peninsula Borough,6769
Average income in Kenai Peninsula Borough,73393.0
Poverty rate in Kenai Peninsula Borough,8.5
Unemployment rate in Kenai Peninsula Borough,8.0
Total population in Kenai Peninsula Borough,7634
Average income in Kenai Peninsula Borough,58125.0
Poverty rate in Kenai Peninsula Borough,11.5
Unemployment rate in Kenai Peninsula Borough,9.3
Total population in Kenai Peninsula Borough,10535
Average income in Kenai Peninsula Borough,75223.0
Poverty rate in Kenai Peninsula Borough,9.4
Unemployment rate in Kenai Peninsula Borough,10.0
Total population in Kenai Peninsula Borough,3701
Average income in Kenai Peninsula Borough,50904.0
Poverty rate in Kenai Peninsula Borough,10.3
Unemployment rate in Kenai Peninsula Borough,9.5
Total population in Kenai Peninsula Borough,2331
Average income in Kenai Peninsula Borough,82188.0
Poverty rate in Kenai Peninsula Borough,3.4
Unemployment rate in Kenai Peninsula Borough,5.6
Total population in Kenai Peninsula Borough,4372
Average income in Kenai Peninsula Borough,55135.0
Poverty rate in Kenai Peninsula Borough,10.8
Unemployment rate in Kenai Peninsula Borough,5.9
Total population in Kenai Peninsula Borough,3080
Average income in Kenai Peninsula Borough,69028.0
Poverty rate in Kenai Peninsula Borough,10.6
Unemployment rate in Kenai Peninsula Borough,8.2
Total population in Kenai Peninsula Borough,931
Average income in Kenai Peninsula Borough,48750.0
Poverty rate in Kenai Peninsula Borough,22.5
Unemployment rate in Kenai Peninsula Borough,12.5
Total population in Kenai Peninsula Borough,4465
Average income in Kenai Peninsula Borough,74085.0
Poverty rate in Kenai Peninsula Borough,12.4
Unemployment rate in Kenai Peninsula Borough,4.5
Total population in Ketchikan Gateway Borough,3482
Average income in Ketchikan Gateway Borough,82532.0
Poverty rate in Ketchikan Gateway Borough,8.5
Unemployment rate in Ketchikan Gateway Borough,6.0
Total population in Ketchikan Gateway Borough,4940
Average income in Ketchikan Gateway Borough,61795.0
Poverty rate in Ketchikan Gateway Borough,10.1
Unemployment rate in Ketchikan Gateway Borough,8.4
Total population in Ketchikan Gateway Borough,2953
Average income in Ketchikan Gateway Borough,51114.0
Poverty rate in Ketchikan Gateway Borough,17.5
Unemployment rate in Ketchikan Gateway Borough,7.9
Total population in Ketchikan Gateway Borough,2370
Average income in Ketchikan Gateway Borough,89423.0
Poverty rate in Ketchikan Gateway Borough,6.7
Unemployment rate in Ketchikan Gateway Borough,4.5
Total population in Kodiak Island Borough,1825
Average income in Kodiak Island Borough,62300.0
Poverty rate in Kodiak Island Borough,17.3
Unemployment rate in Kodiak Island Borough,10.5
Total population in Kodiak Island Borough,7279
Average income in Kodiak Island Borough,94625.0
Poverty rate in Kodiak Island Borough,7.5
Unemployment rate in Kodiak Island Borough,4.7
Total population in Kodiak Island Borough,2581
Average income in Kodiak Island Borough,70781.0
Poverty rate in Kodiak Island Borough,9.1
Unemployment rate in Kodiak Island Borough,3.6
Total population in Kodiak Island Borough,724
Average income in Kodiak Island Borough,58839.0
Poverty rate in Kodiak Island Borough,11.4
Unemployment rate in Kodiak Island Borough,7.4
Total population in Kodiak Island Borough,1364
Average income in Kodiak Island Borough,75313.0
Poverty rate in Kodiak Island Borough,7.5
Unemployment rate in Kodiak Island Borough,4.5
Total population in Kusilvak Census Area,8129
Average income in Kusilvak Census Area,36468.0
Poverty rate in Kusilvak Census Area,39.1
Unemployment rate in Kusilvak Census Area,28.8
Total population in Lake and Peninsula Borough,1301
Average income in Lake and Peninsula Borough,45208.0
Poverty rate in Lake and Peninsula Borough,16.5
Unemployment rate in Lake and Peninsula Borough,13.2
Total population in Matanuska-Susitna Borough,580
Average income in Matanuska-Susitna Borough,37222.0
Poverty rate in Matanuska-Susitna Borough,26.8
Unemployment rate in Matanuska-Susitna Borough,15.8
Total population in Matanuska-Susitna Borough,1903
Average income in Matanuska-Susitna Borough,53421.0
Poverty rate in Matanuska-Susitna Borough,10.7
Unemployment rate in Matanuska-Susitna Borough,9.0
Total population in Matanuska-Susitna Borough,2136
Average income in Matanuska-Susitna Borough,47500.0
Poverty rate in Matanuska-Susitna Borough,14.8
Unemployment rate in Matanuska-Susitna Borough,13.3
Total population in Matanuska-Susitna Borough,6769
Average income in Matanuska-Susitna Borough,86801.0
Poverty rate in Matanuska-Susitna Borough,7.6
Unemployment rate in Matanuska-Susitna Borough,10.9
Total population in Matanuska-Susitna Borough,2068
Average income in Matanuska-Susitna Borough,52888.0
Poverty rate in Matanuska-Susitna Borough,11.9
Unemployment rate in Matanuska-Susitna Borough,16.1
Total population in Matanuska-Susitna Borough,2123
Average income in Matanuska-Susitna Borough,54511.0
Poverty rate in Matanuska-Susitna Borough,16.4
Unemployment rate in Matanuska-Susitna Borough,7.6
Total population in Matanuska-Susitna Borough,1653
Average income in Matanuska-Susitna Borough,72232.0
Poverty rate in Matanuska-Susitna Borough,11.7
Unemployment rate in Matanuska-Susitna Borough,11.5
Total population in Matanuska-Susitna Borough,2025
Average income in Matanuska-Susitna Borough,60750.0
Poverty rate in Matanuska-Susitna Borough,15.0
Unemployment rate in Matanuska-Susitna Borough,11.7
Total population in Matanuska-Susitna Borough,5533
Average income in Matanuska-Susitna Borough,86394.0
Poverty rate in Matanuska-Susitna Borough,5.3
Unemployment rate in Matanuska-Susitna Borough,8.2
Total population in Matanuska-Susitna Borough,7441
Average income in Matanuska-Susitna Borough,95129.0
Poverty rate in Matanuska-Susitna Borough,6.4
Unemployment rate in Matanuska-Susitna Borough,8.8
Total population in Matanuska-Susitna Borough,4581
Average income in Matanuska-Susitna Borough,73529.0
Poverty rate in Matanuska-Susitna Borough,10.2
Unemployment rate in Matanuska-Susitna Borough,9.4
Total population in Matanuska-Susitna Borough,3203
Average income in Matanuska-Susitna Borough,59375.0
Poverty rate in Matanuska-Susitna Borough,10.7
Unemployment rate in Matanuska-Susitna Borough,12.1
Total population in Matanuska-Susitna Borough,3810
Average income in Matanuska-Susitna Borough,62120.0
Poverty rate in Matanuska-Susitna Borough,13.6
Unemployment rate in Matanuska-Susitna Borough,14.0
Total population in Matanuska-Susitna Borough,4722
Average income in Matanuska-Susitna Borough,80563.0
Poverty rate in Matanuska-Susitna Borough,5.4
Unemployment rate in Matanuska-Susitna Borough,8.8
Total population in Matanuska-Susitna Borough,6355
Average income in Matanuska-Susitna Borough,80599.0
Poverty rate in Matanuska-Susitna Borough,9.5
Unemployment rate in Matanuska-Susitna Borough,10.7
Total population in Matanuska-Susitna Borough,5764
Average income in Matanuska-Susitna Borough,55357.0
Poverty rate in Matanuska-Susitna Borough,19.1
Unemployment rate in Matanuska-Susitna Borough,12.4
Total population in Matanuska-Susitna Borough,2981
Average income in Matanuska-Susitna Borough,60104.0
Poverty rate in Matanuska-Susitna Borough,6.4
Unemployment rate in Matanuska-Susitna Borough,12.9
Total population in Matanuska-Susitna Borough,3721
Average income in Matanuska-Susitna Borough,87348.0
Poverty rate in Matanuska-Susitna Borough,8.7
Unemployment rate in Matanuska-Susitna Borough,7.3
Total population in Matanuska-Susitna Borough,4093
Average income in Matanuska-Susitna Borough,62696.0
Poverty rate in Matanuska-Susitna Borough,12.4
Unemployment rate in Matanuska-Susitna Borough,13.0
Total population in Matanuska-Susitna Borough,5319
Average income in Matanuska-Susitna Borough,95449.0
Poverty rate in Matanuska-Susitna Borough,9.0
Unemployment rate in Matanuska-Susitna Borough,6.5
Total population in Matanuska-Susitna Borough,6693
Average income in Matanuska-Susitna Borough,99459.0
